b|lazy|5000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 00:54:07
b|lazy-unbounded|5000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:00:53
b|joinfetch|5000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:07:29
b|byid|5000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:14:12
b|inbatch|5000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:20:26
b|inbatch-nodup|5000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:26:28
b|batchfetch|5000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:32:34
b|jdbc-join|5000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:38:42
b|jdbc-inbatch|5000|20|-|N=100,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:44:49
b|lazy|5000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:51:28
b|lazy-unbounded|5000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 01:58:58
b|joinfetch|5000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 02:05:53
b|byid|5000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 02:12:57
b|inbatch|5000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 02:19:52
b|inbatch-nodup|5000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 02:26:27
b|batchfetch|5000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 02:33:00
b|jdbc-join|5000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 02:39:30
b|jdbc-inbatch|5000|20|-|N=300,MAX_MEMBER_ID=2000	DONE	2026-06-12 02:46:05
b|lazy|5000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 02:53:08
b|lazy-unbounded|5000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 03:00:47
b|joinfetch|5000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 03:07:56
b|byid|5000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 03:14:58
b|inbatch|5000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 03:21:02
b|inbatch-nodup|5000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 03:27:36
b|batchfetch|5000|20|-|N=500,MAX_MEMBER_ID=2000	DONE	2026-06-12 03:34:09
